基金
代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
003876,华宝沪深30,02-14,1.4614,1.4614,0.59,2.57,-2.93,4.54,12.50,29.26,15.20,41.50,-0.98,46.14,0.12
164818,工银中证传媒,02-14,1.0892,0.3125,-0.35,-1.56,-1.30,22.38,30.59,29.23,-2.02,-30.76,8.59,-69.63,0.00
004925,长信低碳环保,02-14,1.0285,1.0285,-0.74,2.89,2.82,21.59,26.49,29.11,8.01,---,10.82,2.85,0.15
006165,建信中证10,02-14,1.3621,1.3851,0.45,3.46,-2.57,12.11,20.68,29.08,---,---,4.18,38.75,0.15
003647,创金合信中证,02-14,1.0409,1.0409,0.47,2.98,-2.78,11.01,19.04,29.05,16.20,6.21,3.11,4.09,0.00
240005,华宝多策略增,02-14,0.5477,4.6186,0.51,1.44,-4.15,11.23,19.56,28.99,11.01,10.30,-0.51,493.82,0.15
410010,华富中小板指,02-14,1.3041,1.3041,0.55,2.87,1.70,13.62,25.81,28.93,-1.20,0.47,8.32,30.41,0.12
002076,浙商中证50,02-14,1.0302,1.0302,0.21,2.49,-1.92,12.74,19.83,28.87,2.56,-1.62,3.15,3.02,0.15
519965,长信量化多策,02-14,1.295,1.295,0.47,2.78,-0.38,9.19,19.14,28.86,8.10,1.97,3.02,29.50,0.15
006166,建信中证10,02-14,1.3555,1.3785,0.45,3.45,-2.60,12.00,20.44,28.83,---,---,4.13,38.08,0.00
006034,富国MSCI,02-14,1.3479,1.3479,0.34,2.47,-1.87,7.00,16.11,28.81,---,---,0.41,34.79,0.12
000376,华安中证细分,02-14,1.458,1.458,0.62,0.28,4.82,4.37,17.87,28.80,10.45,24.09,7.28,45.80,0.00
160635,鹏华中证医药,02-14,1.137,1.031,0.00,-1.22,5.08,4.70,18.56,28.77,9.64,16.50,7.98,3.07,0.12
217017,招商上证消费,02-14,1.7665,1.7665,0.10,0.94,-0.11,3.34,13.72,28.59,13.31,39.53,2.41,76.65,0.15
001556,天弘中证50,02-14,0.8877,0.8877,0.14,2.46,-0.57,13.20,21.55,28.56,6.02,12.87,6.36,-11.23,0.15
270026,广发中小板3,02-14,1.1571,1.1571,0.46,2.50,0.38,13.74,23.36,28.48,0.16,-1.01,7.00,15.71,0.12
003957,安信量化精选,02-14,1.2527,1.2527,0.65,3.05,-2.09,6.29,14.73,28.42,16.09,---,0.12,25.27,0.08
000628,大成高新技术,02-14,1.963,1.963,0.26,1.55,-3.44,3.92,12.62,28.38,23.69,59.98,-0.76,96.30,0.15
161207,国投瑞银沪深,02-14,1.048,1.536,0.67,2.34,-2.96,4.59,11.13,28.34,15.12,37.02,-0.85,53.63,0.12
002671,万家沪深30,02-14,1.461,1.461,0.47,2.29,-4.38,3.33,9.77,28.29,15.67,46.00,-1.11,46.10,0.00
001242,博时中证淘金,02-14,0.9781,0.9781,0.10,2.38,-2.13,10.07,18.56,28.19,3.14,8.18,2.57,-2.19,0.12
450008,国富沪深30,02-14,1.233,1.576,0.57,2.49,-2.99,3.61,10.38,28.17,11.48,21.60,-0.72,62.95,0.12
166802,浙商沪深30,02-14,1.4104,1.5654,0.55,2.44,-3.83,4.57,11.01,28.15,5.41,25.74,-1.58,62.36,0.15
003958,安信量化精选,02-14,1.2406,1.2406,0.65,3.04,-2.11,6.22,14.61,28.15,15.62,---,0.10,24.06,0.00
001557,天弘中证50,02-14,0.8745,0.8745,0.13,2.45,-0.60,13.10,21.37,28.09,5.22,11.74,6.31,-12.55,0.00
004407,招商上证消费,02-14,1.7438,1.7438,0.09,0.93,-0.14,3.23,13.49,28.09,12.43,---,2.35,74.38,0.00
161811,银华沪深30,02-14,1.005,---,0.50,1.93,-2.14,5.05,12.37,27.98,9.87,26.95,0.00,23.93,0.12
002670,万家沪深30,02-14,1.1552,1.1552,0.47,2.29,-4.35,3.45,9.90,27.97,14.65,15.35,-1.05,15.52,0.10
001208,诺安低碳经济,02-14,1.332,1.332,0.38,2.62,-2.42,10.45,16.23,27.95,19.14,64.65,1.60,33.20,0.15
001105,信达澳银转型,02-14,0.814,0.814,-0.37,2.65,5.85,14.81,21.67,27.79,8.53,24.09,8.97,-18.60,0.15
005530,汇添富价值多,02-14,1.1798,1.1798,0.47,2.64,-1.73,5.57,13.00,27.73,---,---,1.39,17.98,0.15
005267,嘉实价值精选,02-14,1.2119,1.2119,0.59,2.76,-3.19,4.73,21.79,27.66,15.61,---,0.03,21.19,0.15
003366,浙商汇金中证,02-14,0.882,0.882,0.34,1.85,-6.17,7.30,14.55,27.64,-9.45,-13.78,-1.12,-11.80,0.15
501019,国泰国证航天,02-14,0.8503,0.8503,0.21,1.12,-0.49,10.31,10.88,27.52,21.56,---,4.05,-14.97,0.12
005240,银华文体娱乐,02-14,0.8864,0.8864,-0.20,-1.39,-4.30,18.09,29.78,27.45,-2.67,---,3.85,-11.36,0.00
001878,嘉实沪港深精,02-14,1.634,1.702,0.25,2.57,-3.37,5.69,19.88,27.36,-0.39,32.32,0.80,70.82,0.15
001397,建信精工制造,02-14,1.1784,1.1784,0.02,2.00,-4.03,7.13,12.44,27.33,3.81,6.71,-1.43,17.84,0.15
000312,华安沪深30,02-14,1.7427,2.1027,0.31,2.79,-1.24,4.53,11.85,27.33,14.46,40.06,0.97,114.01,0.12
003475,前海联合沪深,02-14,1.2938,1.2938,0.59,1.96,0.51,8.71,16.89,27.25,11.41,28.20,2.41,29.38,0.12
006138,国联安价值优,02-14,1.3373,1.3373,1.08,2.05,-4.12,9.10,12.49,27.12,---,---,-2.38,33.73,0.15
005239,银华文体娱乐,02-14,0.8809,0.8809,-0.20,-1.39,-4.27,18.00,29.62,27.10,-3.12,---,3.84,-11.91,0.15
002310,创金合信沪深,02-14,1.1587,1.2967,0.50,2.58,-3.18,4.09,11.54,26.99,9.79,33.17,-1.24,31.08,0.15
003548,泰达宏利沪深,02-14,1.6429,1.6429,0.50,1.64,-3.97,3.11,8.53,26.99,9.91,34.54,-1.45,36.13,0.00
161718,招商沪深30,02-14,0.989,1.2709,0.92,3.69,-4.04,9.46,19.61,26.99,3.24,-11.17,-1.36,12.07,0.10
162213,泰达宏利沪深,02-14,1.6371,2.0771,0.50,1.65,-3.94,3.20,8.69,26.90,10.08,34.07,-1.41,133.49,0.12
003016,中金中证50,02-14,1.1199,1.1199,0.53,2.15,-2.37,10.49,17.69,26.89,6.65,6.94,2.95,11.99,0.10
161816,银华中证等权,02-14,1.113,1.24,0.63,3.53,-1.07,9.54,19.17,26.88,6.23,12.28,1.80,7.36,0.12
004790,富荣中证50,02-14,1.1065,1.1065,-0.50,0.89,0.08,13.87,24.24,26.86,10.64,---,5.43,10.65,0.12
001496,工银聚焦30,02-14,0.808,0.808,0.37,1.89,0.00,7.02,16.59,26.84,12.85,-6.81,3.19,-19.20,0.15
002121,广发沪港深新,02-14,1.485,1.57,0.20,2.91,-1.13,9.92,21.82,26.81,11.62,49.53,1.64,58.95,0.15
000313,华安沪深30,02-14,1.6741,2.0341,0.31,2.79,-1.27,4.42,11.61,26.75,13.37,37.99,0.92,106.71,0.00
002315,创金合信沪深,02-14,1.1594,1.3044,0.50,2.57,-3.18,4.05,11.41,26.70,9.82,33.25,-1.25,31.93,0.00
002311,创金合信中证,02-14,1.0475,1.0475,0.30,2.58,-1.55,12.39,19.91,26.69,6.56,11.05,4.08,4.75,0.15
004791,富荣中证50,02-14,1.1039,1.1039,-0.51,0.88,0.04,13.80,24.13,26.68,10.39,---,5.37,10.39,0.00
160806,长盛同庆中证,02-14,1.431,1.423,0.56,2.21,-3.57,4.30,10.27,26.67,11.93,22.80,-1.31,46.87,0.12
002210,创金合信量化,02-14,1.1979,1.1979,0.39,2.70,-3.09,11.48,18.78,26.64,14.06,-1.57,3.25,19.79,0.15
110003,易方达上证5,02-14,1.7487,3.6487,0.58,1.05,-4.37,-2.44,5.22,26.62,20.91,66.58,-3.28,447.37,0.15
213010,宝盈中证10,02-14,1.685,1.685,0.66,2.18,-4.42,1.94,8.01,26.60,15.33,49.38,-2.66,68.50,0.12
000656,前海开源沪深,02-14,1.413,1.663,0.64,2.69,-3.02,4.98,11.44,26.50,14.41,26.61,-0.84,78.21,0.12
450009,国富中小盘股,02-14,1.602,2.616,0.31,0.75,-4.07,0.16,10.33,26.49,21.93,45.13,-1.35,189.68,0.15
006687,方正富邦深证,02-14,1.2654,1.2654,0.72,3.00,-1.29,8.05,19.50,26.49,---,---,2.75,26.54,0.12
002316,创金合信中证,02-14,1.0498,1.0498,0.30,2.57,-1.56,12.37,19.79,26.42,6.23,11.35,4.07,4.98,0.00
160640,鹏华新能源分,02-14,1.317,0.532,-1.05,3.29,4.86,27.25,28.58,26.41,5.64,-0.29,13.05,-46.68,0.12
006363,建信深证基本,02-14,2.2586,2.2586,0.71,3.07,-5.88,4.88,11.00,26.39,---,---,-3.20,39.58,0.00
530015,建信深证基本,02-14,2.2542,2.2542,0.71,3.08,-5.84,5.01,11.22,26.27,12.97,50.61,-3.15,125.42,0.15
004746,易方达上证5,02-14,1.7368,1.7868,0.59,1.05,-4.39,-2.50,5.07,26.25,20.25,---,-3.31,55.01,0.00
002906,南方中证50,02-14,1.006,1.006,0.00,2.13,-0.89,12.15,18.91,26.22,-0.59,1.21,5.01,0.60,0.15
001651,工银新蓝筹股,02-14,1.571,1.571,0.51,2.61,-3.02,2.61,11.18,26.18,11.26,41.40,-1.13,57.10,0.15
000411,景顺长城优质,02-14,1.274,1.624,0.47,2.41,-3.48,4.77,13.14,26.14,7.60,21.33,-1.09,61.28,0.15
481012,工银深证红利,02-14,1.5773,1.7555,0.75,3.34,-7.50,0.13,7.60,26.02,10.70,53.93,-4.54,86.82,0.10
003578,中金中证50,02-14,1.1212,1.1212,0.53,2.15,-2.40,10.38,16.95,25.98,5.80,7.01,2.90,3.84,0.00
163821,中银沪深30,02-14,1.518,1.518,0.66,2.71,-1.81,9.92,16.86,25.98,6.45,4.12,1.27,51.80,0.12
004432,南方有色金属,02-14,0.7732,0.7732,1.32,10.65,-1.83,24.57,15.18,25.97,-12.65,---,4.35,-22.68,0.12
410008,华富中证10,02-14,1.5796,1.5796,0.61,2.11,-4.45,2.09,8.12,25.96,16.14,51.23,-2.73,57.96,0.12
003865,创金合信量化,02-14,1.1726,1.1726,0.39,2.69,-3.15,11.28,18.40,25.95,12.54,-3.65,3.15,-7.01,0.00
005970,国泰消费优选,02-14,1.2589,1.2589,0.37,3.15,-0.99,7.80,17.51,25.92,---,---,3.66,25.89,0.15
360001,光大量化股票,02-14,1.1044,3.3382,0.45,1.54,-1.73,5.59,10.26,25.87,5.08,-6.88,1.55,357.71,0.15
002907,南方中证50,02-14,0.999,0.999,0.00,2.15,-0.89,12.12,18.79,25.82,-1.38,0.10,5.05,-0.10,0.00
006048,长城中证50,02-14,1.0959,1.0959,0.16,1.64,-3.25,9.61,15.46,25.76,---,---,1.85,9.59,0.12
001899,东海社会安全,02-14,0.744,0.744,-0.13,0.95,2.90,13.76,22.17,25.68,5.23,-4.25,9.41,-25.60,0.12
217027,招商央视财经,02-14,2.2967,2.2967,0.24,1.10,-3.22,2.59,14.13,25.65,10.52,53.83,-0.65,129.67,0.12
005113,平安沪深30,02-14,1.0275,1.0275,0.69,2.81,-2.05,6.06,12.99,25.64,7.30,---,0.94,2.75,0.12
310318,申万菱信沪深,02-14,2.5743,3.3668,1.05,2.84,-2.06,5.06,11.52,25.62,12.24,25.38,-0.07,404.80,0.12
320010,诺安中证10,02-14,1.561,1.561,0.52,1.96,-3.52,2.09,7.73,25.58,14.95,51.55,-2.13,56.10,0.12
004433,南方有色金属,02-14,0.7658,0.7658,1.32,10.65,-1.85,24.46,14.95,25.50,-13.34,---,4.30,-23.42,0.00
001097,华泰柏瑞积极,02-14,0.675,0.675,0.90,1.96,1.05,4.98,14.21,25.46,2.27,8.35,2.74,-32.50,0.15
163209,诺安创业板指,02-14,1.2205,1.5514,0.12,2.76,6.73,19.59,22.33,25.46,-18.32,-24.95,13.21,-3.80,0.12
162307,海富通中证1,02-14,1.218,1.482,0.66,2.10,-4.40,1.42,7.03,25.34,14.74,43.37,-3.03,50.54,0.12
004410,招商央视财经,02-14,2.2728,2.2728,0.24,1.09,-3.26,2.48,13.88,25.14,9.64,---,-0.70,127.28,0.00
001974,景顺长城量化,02-14,1.599,1.599,0.31,2.83,-2.20,4.72,11.82,25.12,9.82,40.02,0.82,59.90,0.15
005998,嘉实深证基本,02-14,1.209,1.209,0.83,3.36,-5.68,5.13,11.79,25.12,---,---,-2.68,20.06,0.00
519706,交银深证30,02-14,1.859,1.859,0.65,3.16,-6.39,4.32,10.26,25.10,5.09,31.10,-3.28,85.90,0.15
165520,信诚中证80,02-14,0.968,1.201,1.68,10.88,-1.22,25.32,16.93,25.01,-9.92,-3.16,4.20,3.40,0.12
003492,前海开源外向,02-14,1.2444,1.2444,0.56,2.07,2.59,2.95,18.59,24.95,4.99,23.54,5.93,24.44,0.15
519116,浦银安盛沪深,02-14,1.688,1.688,0.60,2.06,-3.82,3.18,9.75,24.94,14.75,37.68,-2.14,68.80,0.12
001588,天弘中证80,02-14,0.9968,0.9968,0.55,2.41,-3.07,6.03,12.88,24.94,9.88,21.96,-0.29,-0.32,0.10
005114,平安沪深30,02-14,1.012,1.012,0.68,2.80,-2.09,5.90,12.66,24.88,5.76,---,0.88,1.20,0.00
003579,中金沪深30,02-14,1.3566,1.3566,0.65,2.59,-2.66,5.47,11.59,24.80,11.44,26.92,0.15,27.48,0.00
161017,富国中证50,02-14,1.769,2.138,0.17,1.61,-1.39,11.33,16.91,24.76,4.52,4.62,3.81,119.28,0.15
290010,泰信中证20,02-14,1.064,1.084,0.66,2.90,-1.02,10.03,17.70,24.74,3.91,1.92,3.00,8.53,0.12
161036,富国中证娱乐,02-14,0.7364,0.7364,0.08,-1.29,-4.09,19.12,25.84,24.69,-8.20,---,4.78,-26.36,0.12
001678,英大国企改革,02-14,1.2875,1.2875,0.89,3.59,0.21,11.81,14.10,24.66,---,---,2.71,28.75,0.15
004805,长信消费精选,02-14,1.2173,1.2173,0.11,1.76,-4.09,1.91,6.26,24.66,---,---,-0.30,21.73,0.15
001589,天弘中证80,02-14,0.986,0.986,0.55,2.40,-3.10,5.96,12.74,24.65,9.40,21.13,-0.32,-1.40,0.00
006063,景顺长城MS,02-14,1.1876,1.1876,0.47,2.26,-2.71,6.21,12.09,24.56,---,---,0.69,18.76,0.15
502040,长盛上证50,02-14,1.288,---,0.70,1.90,-4.24,0.81,7.41,24.51,14.58,43.08,-3.45,42.51,0.12
502036,大成中证互联,02-14,0.8834,0.6568,1.21,3.84,-4.28,5.35,12.93,24.46,10.09,-5.84,0.71,-34.27,0.12
005505,前海开源中药,02-14,1.514,1.514,-0.48,-4.60,1.91,8.46,5.33,24.39,---,---,3.67,51.40,0.15
160616,鹏华中证50,02-14,1.235,1.235,0.08,1.90,-1.12,11.26,17.06,24.37,0.65,-6.01,3.96,23.50,0.12
006938,鹏华中证50,02-14,1.304,1.304,0.15,1.95,-1.06,11.17,16.95,24.31,---,---,3.90,30.40,0.00
740101,长安沪深30,02-14,1.167,1.671,0.26,1.74,-2.42,4.10,13.30,24.28,5.14,17.63,0.69,79.13,0.15
005506,前海开源中药,02-14,1.5115,1.5115,-0.48,-4.60,1.90,8.41,5.25,24.25,---,---,3.65,51.15,0.00
003760,国泰中证50,02-14,1.0768,1.0768,0.47,1.97,-2.75,5.98,6.64,24.16,0.50,---,0.85,7.68,0.10
070023,嘉实深证基本,02-14,1.9419,1.9419,0.83,3.36,-5.65,5.23,12.02,24.15,7.23,33.42,-2.63,94.19,0.12
006688,方正富邦深证,02-14,1.2416,1.2416,0.71,2.99,-1.33,7.81,18.43,24.12,---,---,2.65,24.16,0.00
000176,嘉实沪深30,02-14,1.4601,1.4601,0.67,2.36,-4.09,2.45,10.90,23.94,9.40,33.09,-1.57,46.01,0.10
006286,华泰MSCI,02-14,1.3245,1.3245,0.54,2.37,-2.54,5.55,11.71,23.91,---,---,-0.12,32.45,0.12
163110,申万菱信量化,02-14,1.6316,2.7152,0.54,3.22,-3.89,6.89,11.10,23.85,0.97,0.62,-0.43,176.53,0.15
000893,工银创新动力,02-14,0.626,0.626,0.32,1.29,-3.69,4.16,12.59,23.72,-8.21,-19.43,-1.57,-37.40,0.15
003312,大摩睿成中小,02-14,0.9052,0.9052,0.15,2.24,1.24,13.96,20.10,23.70,-2.75,-9.60,6.23,-9.48,0.15
164508,国富中证10,02-14,1.094,1.217,0.64,2.34,-4.95,0.80,8.11,23.65,10.33,43.95,-3.72,25.24,0.12
165511,信诚中证50,02-14,1.15,1.771,0.09,1.86,-1.45,10.97,17.55,23.63,1.62,-3.40,3.24,47.98,0.12
005567,创金合信MS,02-14,1.0918,1.0918,0.59,2.35,-3.24,5.21,11.37,23.62,8.92,---,-1.12,9.18,0.15
200002,长城久泰沪深,02-14,1.8465,4.7065,0.47,2.40,-3.71,2.80,8.80,23.61,9.38,29.45,-1.72,384.51,0.15
006087,华泰柏瑞中证,02-14,0.6011,0.6011,0.13,1.81,-1.80,10.48,16.02,23.56,---,---,3.07,2.61,0.00
001188,鹏华改革红利,02-14,0.981,0.981,0.31,1.76,-4.01,4.70,8.88,23.55,15.41,21.86,-1.60,-1.90,0.15
005660,嘉实资源精选,02-14,1.242,1.242,0.45,3.70,-4.83,12.98,14.64,23.43,---,---,-2.49,24.20,0.15
163114,申万菱信中证,02-14,1.1946,1.5399,-0.68,3.41,-0.52,18.02,20.17,23.37,-4.39,-15.76,7.25,15.40,0.10
005568,创金合信MS,02-14,1.0867,1.0867,0.59,2.35,-3.25,5.16,11.25,23.35,8.41,---,-1.15,8.67,0.00
006293,华泰MSCI,02-14,1.3155,1.3155,0.53,2.37,-2.56,5.45,11.42,23.27,---,---,-0.16,31.55,0.00
370023,上投摩根中证,02-14,1.686,1.866,0.36,0.60,-1.92,0.90,9.77,23.25,11.21,30.80,0.54,97.31,0.12
005034,银华智能汽车,02-14,0.8621,0.8621,-0.29,2.52,-2.19,14.09,24.33,23.23,2.16,---,4.31,-13.79,0.00
000975,MSCI中国,02-14,1.127,1.183,0.54,2.18,-2.76,4.97,11.08,23.22,9.54,20.95,-0.35,18.41,0.12
000835,华润元大富时,02-14,2.02,2.02,0.65,1.97,-4.54,0.65,6.65,23.17,12.79,49.96,-3.26,102.00,0.12
000368,汇添富沪深3,02-14,1.6442,1.6442,0.34,2.28,-1.94,6.33,13.05,23.15,5.30,21.04,1.44,64.42,0.12
004716,信诚量化阿尔,02-14,1.1981,1.1981,0.56,2.13,-2.93,4.82,11.89,23.07,10.80,---,-1.13,19.81,0.15
001008,工银国企改革,02-14,1.243,1.243,0.40,2.98,-3.42,2.64,11.08,23.07,9.13,35.70,-0.96,24.30,0.15
005033,银华智能汽车,02-14,0.8623,0.8623,-0.28,2.53,-2.14,14.20,24.43,23.05,2.06,---,4.36,-13.77,0.15
005137,长信沪深30,02-14,1.1087,1.1087,0.51,2.19,-0.74,6.82,16.56,23.00,---,---,1.59,10.87,0.08
003015,中金沪深30,02-14,1.3252,1.3252,0.65,2.59,-2.62,5.58,12.33,22.99,9.86,24.09,0.20,32.52,0.10
005661,嘉实资源精选,02-14,1.2349,1.2349,0.46,3.69,-4.87,12.91,14.49,22.95,---,---,-2.54,23.49,0.00
160807,长盛沪深30,02-14,1.314,1.451,0.54,2.42,-3.18,4.80,11.58,22.85,7.96,22.85,-1.06,47.10,0.12
005788,南方MSCI,02-14,1.2364,1.2364,0.58,2.37,-2.55,4.94,11.19,22.83,---,---,-0.16,23.64,0.12
160808,长盛同瑞中证,02-14,0.944,1.665,0.64,2.94,-1.36,8.45,16.02,22.82,2.46,-1.20,2.24,13.97,0.12
003761,国泰中证50,02-14,1.0628,1.0628,0.46,1.97,-2.75,5.97,5.81,22.74,-0.76,---,0.84,6.28,0.00
001214,华泰柏瑞中证,02-14,0.5967,0.5967,0.13,1.81,-1.78,10.54,16.18,22.65,-0.03,-6.43,3.11,-40.33,0.10
320014,诺安沪深30,02-14,1.1757,1.2042,0.62,2.43,-3.57,2.84,8.94,22.61,11.19,7.51,-1.74,20.42,0.12
162510,国联安双力中,02-14,0.929,1.717,0.32,2.09,-1.80,9.55,15.98,22.56,-3.73,-12.44,4.03,68.18,0.12
004190,招商沪深30,02-14,1.2534,1.2534,0.65,2.35,-4.23,1.15,7.13,22.52,8.29,25.34,-2.55,25.34,0.12
165310,建信双利分级,02-14,1.632,1.833,0.62,2.58,-4.17,3.40,11.28,22.51,5.30,28.33,-1.82,93.98,0.15
006611,人保中证50,02-14,1.2636,1.2636,0.15,2.19,-0.64,13.29,19.03,22.49,---,---,4.30,26.36,0.06
001166,建信环保产业,02-14,0.752,0.752,-0.66,2.04,1.48,13.60,18.05,22.48,2.45,-2.34,7.12,-24.80,0.15
005789,南方MSCI,02-14,1.228,1.228,0.57,2.36,-2.59,4.83,10.97,22.35,---,---,-0.21,22.80,0.00
161607,融通巨潮10,02-14,1.117,2.904,0.63,1.64,-3.79,0.90,6.40,22.24,9.69,31.06,-2.10,361.23,0.15
005569,中融智选红利,02-14,1.123,1.123,0.25,2.64,-4.20,7.23,11.99,22.18,---,---,-2.35,12.30,0.15
001764,广发沪港深新,02-14,1.124,1.261,-0.44,2.27,3.21,12.63,25.59,22.17,-3.02,16.65,6.74,25.52,0.15
006939,鹏华沪深30,02-14,1.314,1.314,0.54,2.34,-4.16,2.90,9.41,22.12,---,---,-2.09,31.40,0.00
162413,华宝中证10,02-14,0.8469,0.3619,0.34,2.44,-2.60,9.47,15.04,22.06,-5.78,-28.28,3.07,-64.56,0.12
004191,招商沪深30,02-14,1.2418,1.2418,0.65,2.35,-4.26,1.05,6.91,22.04,7.45,24.18,-2.60,24.18,0.00
001044,嘉实新消费股,02-14,1.489,1.559,0.34,-0.13,-5.40,-3.06,8.57,21.99,10.34,59.86,-1.52,56.02,0.15
163407,兴全沪深30,02-14,2.076,2.076,0.48,1.21,-4.51,2.51,7.97,21.97,13.66,43.23,-2.37,107.60,0.12
005414,创金合信国证,02-14,0.9853,0.9853,0.40,1.95,-3.15,6.01,11.47,21.93,4.20,---,0.31,-1.47,0.15
000696,汇添富环保行,02-14,1.197,1.197,0.17,2.66,0.25,11.56,20.79,21.89,-6.19,-15.05,4.45,19.70,0.15
005570,中融智选红利,02-14,1.1145,1.1145,0.25,2.63,-4.25,7.07,11.64,21.87,---,---,-2.43,11.45,0.00
001583,安信新常态股,02-14,1.117,1.449,1.36,4.00,-3.87,7.18,13.94,21.85,11.05,54.92,-2.36,49.81,0.15
165312,建信央视50,02-14,0.9437,2.1502,0.21,1.02,-3.49,2.25,12.72,21.78,6.81,55.00,-0.87,128.79,0.12
160615,鹏华沪深30,02-14,1.719,1.779,0.59,2.38,-4.13,3.00,9.56,21.74,7.04,26.49,-2.00,79.99,0.12
004874,融通巨潮10,02-14,0.991,1.375,0.61,1.54,-3.88,0.82,6.13,21.72,8.90,---,-2.17,21.94,0.00
160136,南方中证国有,02-14,0.9853,0.7455,0.57,2.41,-4.22,4.45,10.95,21.71,7.13,14.31,-2.21,-25.45,0.06
165707,诺德深证30,02-14,0.858,1.722,0.35,2.51,-1.83,9.27,16.96,21.65,-7.16,-6.02,2.77,36.21,0.12
005868,平安MSCI,02-14,1.2039,1.2039,0.52,2.01,-3.25,4.86,11.89,21.54,---,---,-0.90,20.39,0.10
005063,广发中证全指,02-14,1.0497,1.0497,0.16,2.68,-5.79,3.28,15.94,21.54,-4.70,---,-2.14,4.97,0.12
000925,汇添富外延增,02-14,1.067,1.067,1.14,2.99,-2.73,-0.93,9.77,21.53,-7.30,2.01,-0.65,6.70,0.15
001015,华夏沪深30,02-14,1.53,1.53,0.66,2.62,-2.98,4.94,10.79,21.53,8.43,25.62,-0.39,53.00,0.12
001351,诺安中证50,02-14,0.7635,0.7635,0.30,1.22,-0.25,13.03,16.64,21.52,-3.24,-12.46,4.42,-23.65,0.12
005064,广发中证全指,02-14,1.0472,1.0472,0.15,2.68,-5.81,3.24,15.83,21.50,-4.83,---,-2.16,4.72,0.00
040002,华安中国A股,02-14,0.837,3.947,0.60,2.45,-3.35,4.23,11.16,21.48,3.85,18.79,-0.83,413.56,0.15
005415,创金合信国证,02-14,0.9779,0.9779,0.39,1.93,-3.17,5.95,11.33,21.45,3.46,---,0.28,-2.21,0.00
501036,汇添富中证5,02-14,0.8779,0.8779,0.11,1.69,-1.82,10.33,16.22,21.44,-0.27,---,2.88,-12.21,0.08
163808,中银中证10,02-14,1.535,1.545,0.66,1.99,-5.36,-0.39,4.85,21.34,10.99,43.46,-4.00,55.04,0.15
005869,平安MSCI,02-14,1.2006,1.2006,0.51,2.00,-3.26,4.81,11.80,21.32,---,---,-0.92,20.06,0.00
180003,银华-道琼斯,02-14,1.2849,3.1099,0.92,3.39,-3.62,1.88,9.89,21.21,7.23,30.40,-1.71,452.85,0.15
519034,海富通中证内,02-14,1.475,1.475,-0.67,1.65,3.73,19.63,21.70,21.20,-3.53,3.07,9.99,47.50,0.12
501037,汇添富中证5,02-14,0.8734,0.8734,0.13,1.70,-1.83,10.28,16.10,21.17,-0.70,---,2.86,-12.66,0.00
001291,大摩量化多策,02-14,0.893,0.893,0.34,2.17,0.11,5.81,12.33,21.17,-1.54,-13.13,2.29,-10.70,0.15
006486,广发中证10,02-14,1.2141,1.2141,0.32,2.29,-2.38,9.38,15.20,21.08,---,---,3.27,21.40,0.10
161721,招商沪深30,02-14,1.3177,1.4309,2.82,7.19,-6.35,6.06,11.07,21.06,6.75,17.95,-6.90,39.49,0.10
160221,国泰国证有色,02-14,0.833,0.6335,1.47,10.32,-1.83,22.57,12.47,21.02,-15.06,-18.70,3.21,-36.84,0.00
000326,南方中小盘成,02-14,1.2563,1.3243,0.50,0.43,-2.94,12.76,19.21,20.96,26.81,28.52,1.42,32.77,0.15
006487,广发中证10,02-14,1.2133,1.2133,0.32,2.28,-2.42,9.29,15.03,20.89,---,---,3.22,21.32,0.00
100038,富国沪深30,02-14,1.65,2.006,0.43,1.79,-4.79,0.92,7.31,20.85,10.71,37.41,-2.94,105.15,0.12
001016,华夏沪深30,02-14,1.491,1.491,0.61,2.54,-3.06,4.78,10.44,20.83,7.27,23.63,-0.53,49.10,0.00
501043,汇添富沪深3,02-14,1.1048,1.1048,0.66,2.43,-4.10,2.83,9.48,20.82,8.32,---,-1.94,10.48,0.08
164821,工银中证新能,02-14,0.9439,0.6888,-1.10,3.25,4.46,25.22,25.46,20.74,-4.36,-9.08,12.60,-30.95,0.10
001241,国寿安保中证,02-14,0.532,0.532,0.13,1.64,-2.08,9.51,14.29,20.72,-2.83,-10.12,2.72,-46.81,0.12
001420,南方大数据3,02-14,1.1007,1.1007,0.32,2.32,-5.34,2.58,7.96,20.70,-0.48,9.08,-2.75,10.07,0.12
501045,汇添富沪深3,02-14,1.1018,1.1018,0.66,2.43,-4.12,2.76,9.37,20.65,8.05,---,-1.98,10.18,0.00
005339,兴业中证国有,02-14,1.2014,1.2014,0.54,2.35,-3.56,6.02,11.75,20.65,---,---,-1.86,20.14,0.12
005662,嘉实金融精选,02-14,1.253,1.253,1.36,2.45,-4.62,1.79,7.85,20.64,---,---,-4.65,25.30,0.15
110030,易方达沪深3,02-14,2.4681,2.4681,0.49,1.96,-4.42,1.44,7.15,20.64,4.42,28.14,-2.53,146.81,0.15
501060,中金优选30,02-14,1.2504,1.2504,0.64,2.47,-5.26,2.73,7.25,20.60,---,---,-2.92,25.04,0.10
590007,中邮中证50,02-14,1.0419,1.5519,0.08,2.15,-0.91,8.99,14.62,20.59,-0.58,-13.06,3.33,55.12,0.15
