"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:0001956"	"positive regulation of neurotransmitter secretion"	"BP"	21	0	1
"GO:0001963"	"synaptic transmission, dopaminergic"	"BP"	25	0	1
"GO:0001964"	"startle response"	"BP"	28	0	1
"GO:0006968"	"cellular defense response"	"BP"	53	0	1
"GO:0007205"	"protein kinase C-activating G protein-coupled receptor signaling pathway"	"BP"	26	2	0.0350424229028747
"GO:0007631"	"feeding behavior"	"BP"	98	1	0.675207471740371
"GO:0014002"	"astrocyte development"	"BP"	41	0	1
"GO:0014049"	"positive regulation of glutamate secretion"	"BP"	10	0	1
"GO:0014055"	"acetylcholine secretion, neurotransmission"	"BP"	3	0	1
"GO:0014056"	"regulation of acetylcholine secretion, neurotransmission"	"BP"	3	0	1
"GO:0014057"	"positive regulation of acetylcholine secretion, neurotransmission"	"BP"	2	0	1
"GO:0014061"	"regulation of norepinephrine secretion"	"BP"	15	0	1
"GO:0015695"	"organic cation transport"	"BP"	31	0	1
"GO:0015870"	"acetylcholine transport"	"BP"	4	0	1
"GO:0021782"	"glial cell development"	"BP"	111	1	0.720334234869306
"GO:0031000"	"response to caffeine"	"BP"	17	1	0.176905674819221
"GO:0032224"	"positive regulation of synaptic transmission, cholinergic"	"BP"	5	0	1
"GO:0032230"	"positive regulation of synaptic transmission, GABAergic"	"BP"	12	1	0.128384790227196
"GO:0035810"	"positive regulation of urine volume"	"BP"	14	0	1
"GO:0035815"	"positive regulation of renal sodium excretion"	"BP"	15	0	1
"GO:0036270"	"response to diuretic"	"BP"	17	1	0.176905674819221
"GO:0042753"	"positive regulation of circadian rhythm"	"BP"	17	0	1
"GO:0042755"	"eating behavior"	"BP"	33	0	1
"GO:0043154"	"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"BP"	79	1	0.595906884356942
"GO:0043281"	"regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"BP"	196	3	0.386200670612605
"GO:0045938"	"positive regulation of circadian sleep/wake cycle, sleep"	"BP"	6	0	1
"GO:0046636"	"negative regulation of alpha-beta T cell activation"	"BP"	36	0	1
"GO:0048143"	"astrocyte activation"	"BP"	24	0	1
"GO:0048243"	"norepinephrine secretion"	"BP"	16	0	1
"GO:0048520"	"positive regulation of behavior"	"BP"	27	0	1
"GO:0050868"	"negative regulation of T cell activation"	"BP"	104	0	1
"GO:0051250"	"negative regulation of lymphocyte activation"	"BP"	132	1	0.780414469927519
"GO:0051590"	"positive regulation of neurotransmitter transport"	"BP"	37	1	0.345534371942196
"GO:0060134"	"prepulse inhibition"	"BP"	15	0	1
"GO:0061526"	"acetylcholine secretion"	"BP"	4	0	1
"GO:0061900"	"glial cell activation"	"BP"	59	0	1
"GO:1901374"	"acetate ester transport"	"BP"	6	0	1
"GO:1903038"	"negative regulation of leukocyte cell-cell adhesion"	"BP"	121	0	1
"GO:2000116"	"regulation of cysteine-type endopeptidase activity"	"BP"	222	4	0.247010003250107
"GO:2000117"	"negative regulation of cysteine-type endopeptidase activity"	"BP"	87	2	0.260612589778698
"GO:2001025"	"positive regulation of response to drug"	"BP"	27	1	0.266026077450593
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"BP"	178	1	0.870836713905786
"GO:0000187"	"activation of MAPK activity"	"BP"	147	1	0.815281404303395
"GO:0002279"	"mast cell activation involved in immune response"	"BP"	45	1	0.402918063023823
"GO:0002448"	"mast cell mediated immunity"	"BP"	45	1	0.402918063023823
"GO:0002544"	"chronic inflammatory response"	"BP"	19	0	1
"GO:0002545"	"chronic inflammatory response to non-antigenic stimulus"	"BP"	1	0	1
"GO:0002676"	"regulation of chronic inflammatory response"	"BP"	9	0	1
"GO:0002678"	"positive regulation of chronic inflammatory response"	"BP"	4	0	1
"GO:0002699"	"positive regulation of immune effector process"	"BP"	198	1	0.897488880317256
"GO:0002705"	"positive regulation of leukocyte mediated immunity"	"BP"	117	1	0.739000060389346
"GO:0002880"	"regulation of chronic inflammatory response to non-antigenic stimulus"	"BP"	1	0	1
"GO:0002882"	"positive regulation of chronic inflammatory response to non-antigenic stimulus"	"BP"	1	0	1
"GO:0002888"	"positive regulation of myeloid leukocyte mediated immunity"	"BP"	29	1	0.282661965965276
"GO:0007254"	"JNK cascade"	"BP"	200	1	0.899832088871527
"GO:0010573"	"vascular endothelial growth factor production"	"BP"	36	0	1
"GO:0010574"	"regulation of vascular endothelial growth factor production"	"BP"	34	0	1
"GO:0010575"	"positive regulation of vascular endothelial growth factor production"	"BP"	29	0	1
"GO:0010752"	"regulation of cGMP-mediated signaling"	"BP"	12	0	1
"GO:0010753"	"positive regulation of cGMP-mediated signaling"	"BP"	8	0	1
"GO:0019934"	"cGMP-mediated signaling"	"BP"	26	0	1
"GO:0030810"	"positive regulation of nucleotide biosynthetic process"	"BP"	40	1	0.367669886297581
"GO:0031098"	"stress-activated protein kinase signaling cascade"	"BP"	278	2	0.827720036181115
"GO:0031279"	"regulation of cyclase activity"	"BP"	40	0	1
"GO:0031281"	"positive regulation of cyclase activity"	"BP"	19	0	1
"GO:0031282"	"regulation of guanylate cyclase activity"	"BP"	10	0	1
"GO:0031284"	"positive regulation of guanylate cyclase activity"	"BP"	8	0	1
"GO:0032418"	"lysosome localization"	"BP"	67	1	0.536172629208624
"GO:0033003"	"regulation of mast cell activation"	"BP"	39	1	0.36037547732218
"GO:0033005"	"positive regulation of mast cell activation"	"BP"	18	1	0.186282182733613
"GO:0033006"	"regulation of mast cell activation involved in immune response"	"BP"	29	1	0.282661965965276
"GO:0033008"	"positive regulation of mast cell activation involved in immune response"	"BP"	13	1	0.138311578949541
"GO:0043302"	"positive regulation of leukocyte degranulation"	"BP"	22	1	0.222736599157715
"GO:0043303"	"mast cell degranulation"	"BP"	43	1	0.389059872463406
"GO:0043304"	"regulation of mast cell degranulation"	"BP"	27	1	0.266026077450593
"GO:0043306"	"positive regulation of mast cell degranulation"	"BP"	13	1	0.138311578949541
"GO:0045576"	"mast cell activation"	"BP"	57	1	0.479734845906582
"GO:0045921"	"positive regulation of exocytosis"	"BP"	82	1	0.609602424721139
"GO:0051339"	"regulation of lyase activity"	"BP"	43	0	1
"GO:0051349"	"positive regulation of lyase activity"	"BP"	20	0	1
"GO:0051403"	"stress-activated MAPK cascade"	"BP"	271	2	0.816786110777404
"GO:1900373"	"positive regulation of purine nucleotide biosynthetic process"	"BP"	40	1	0.367669886297581
"GO:1903307"	"positive regulation of regulated secretory pathway"	"BP"	48	1	0.423120652177047
"GO:0032088"	"negative regulation of NF-kappaB transcription factor activity"	"BP"	89	1	0.639787937064376
"GO:0043433"	"negative regulation of DNA-binding transcription factor activity"	"BP"	171	1	0.859962576808788
"GO:0051725"	"protein de-ADP-ribosylation"	"BP"	5	0	1
"GO:0000002"	"mitochondrial genome maintenance"	"BP"	28	0	1
"GO:0000012"	"single strand break repair"	"BP"	10	0	1
"GO:0000018"	"regulation of DNA recombination"	"BP"	84	0	1
"GO:0000715"	"nucleotide-excision repair, DNA damage recognition"	"BP"	22	0	1
"GO:0000717"	"nucleotide-excision repair, DNA duplex unwinding"	"BP"	22	0	1
"GO:0000723"	"telomere maintenance"	"BP"	154	0	1
"GO:0000724"	"double-strand break repair via homologous recombination"	"BP"	108	0	1
"GO:0000725"	"recombinational repair"	"BP"	109	0	1
"GO:0002573"	"myeloid leukocyte differentiation"	"BP"	201	2	0.669526500232064
"GO:0003254"	"regulation of membrane depolarization"	"BP"	49	1	0.429702439468047
"GO:0003300"	"cardiac muscle hypertrophy"	"BP"	108	2	0.348608359865689
"GO:0006282"	"regulation of DNA repair"	"BP"	112	0	1
"GO:0006289"	"nucleotide-excision repair"	"BP"	102	0	1
"GO:0006293"	"nucleotide-excision repair, preincision complex stabilization"	"BP"	21	0	1
"GO:0006294"	"nucleotide-excision repair, preincision complex assembly"	"BP"	29	0	1
"GO:0006295"	"nucleotide-excision repair, DNA incision, 3'-to lesion"	"BP"	21	0	1
"GO:0006296"	"nucleotide-excision repair, DNA incision, 5'-to lesion"	"BP"	37	0	1
"GO:0006302"	"double-strand break repair"	"BP"	211	0	1
"GO:0006304"	"DNA modification"	"BP"	114	0	1
"GO:0006305"	"DNA alkylation"	"BP"	71	0	1
"GO:0006306"	"DNA methylation"	"BP"	71	0	1
"GO:0006471"	"protein ADP-ribosylation"	"BP"	30	0	1
"GO:0007005"	"mitochondrion organization"	"BP"	466	3	0.90270880507536
"GO:0007183"	"SMAD protein complex assembly"	"BP"	13	0	1
"GO:0008631"	"intrinsic apoptotic signaling pathway in response to oxidative stress"	"BP"	41	0	1
"GO:0009411"	"response to UV"	"BP"	137	2	0.463506696742514
"GO:0009755"	"hormone-mediated signaling pathway"	"BP"	216	4	0.232304810705311
"GO:0010212"	"response to ionizing radiation"	"BP"	144	2	0.489468883200825
"GO:0010332"	"response to gamma radiation"	"BP"	55	2	0.129640949673057
"GO:0010569"	"regulation of double-strand break repair via homologous recombination"	"BP"	41	0	1
"GO:0010611"	"regulation of cardiac muscle hypertrophy"	"BP"	76	1	0.581733052324356
"GO:0010613"	"positive regulation of cardiac muscle hypertrophy"	"BP"	43	1	0.389059872463406
"GO:0010833"	"telomere maintenance via telomere lengthening"	"BP"	79	0	1
"GO:0010990"	"regulation of SMAD protein complex assembly"	"BP"	6	0	1
"GO:0014742"	"positive regulation of muscle hypertrophy"	"BP"	44	1	0.396028540849312
"GO:0014743"	"regulation of muscle hypertrophy"	"BP"	79	1	0.595906884356942
"GO:0014896"	"muscle hypertrophy"	"BP"	113	2	0.369131559083924
"GO:0014897"	"striated muscle hypertrophy"	"BP"	111	2	0.36095098708219
"GO:0016540"	"protein autoprocessing"	"BP"	16	0	1
"GO:0018200"	"peptidyl-glutamic acid modification"	"BP"	27	2	0.0375674508638651
"GO:0018209"	"peptidyl-serine modification"	"BP"	252	2	0.78393920070294
"GO:0018312"	"peptidyl-serine ADP-ribosylation"	"BP"	3	0	1
"GO:0018424"	"peptidyl-glutamic acid poly-ADP-ribosylation"	"BP"	1	0	1
"GO:0023019"	"signal transduction involved in regulation of gene expression"	"BP"	19	0	1
"GO:0030225"	"macrophage differentiation"	"BP"	44	0	1
"GO:0030518"	"intracellular steroid hormone receptor signaling pathway"	"BP"	129	3	0.182043761725591
"GO:0030520"	"intracellular estrogen receptor signaling pathway"	"BP"	58	1	0.485673356350328
"GO:0030592"	"DNA ADP-ribosylation"	"BP"	3	0	1
"GO:0031334"	"positive regulation of protein complex assembly"	"BP"	239	2	0.75859386478355
"GO:0032042"	"mitochondrial DNA metabolic process"	"BP"	19	0	1
"GO:0032200"	"telomere organization"	"BP"	167	0	1
"GO:0032204"	"regulation of telomere maintenance"	"BP"	79	0	1
"GO:0032205"	"negative regulation of telomere maintenance"	"BP"	36	0	1
"GO:0032259"	"methylation"	"BP"	336	3	0.739123385045044
"GO:0032392"	"DNA geometric change"	"BP"	86	0	1
"GO:0032508"	"DNA duplex unwinding"	"BP"	76	0	1
"GO:0032869"	"cellular response to insulin stimulus"	"BP"	197	3	0.389274926684429
"GO:0033044"	"regulation of chromosome organization"	"BP"	311	4	0.473490592638958
"GO:0033143"	"regulation of intracellular steroid hormone receptor signaling pathway"	"BP"	78	1	0.591236226705909
"GO:0033145"	"positive regulation of intracellular steroid hormone receptor signaling pathway"	"BP"	17	0	1
"GO:0033146"	"regulation of intracellular estrogen receptor signaling pathway"	"BP"	40	0	1
"GO:0033148"	"positive regulation of intracellular estrogen receptor signaling pathway"	"BP"	11	0	1
"GO:0033683"	"nucleotide-excision repair, DNA incision"	"BP"	39	0	1
"GO:0034504"	"protein localization to nucleus"	"BP"	223	1	0.923234010518148
"GO:0034644"	"cellular response to UV"	"BP"	77	2	0.218546611244913
"GO:0036446"	"myofibroblast differentiation"	"BP"	6	0	1
"GO:0036473"	"cell death in response to oxidative stress"	"BP"	92	2	0.281709981008053
"GO:0036475"	"neuron death in response to oxidative stress"	"BP"	27	0	1
"GO:0036480"	"neuron intrinsic apoptotic signaling pathway in response to oxidative stress"	"BP"	8	0	1
"GO:0042769"	"DNA damage response, detection of DNA damage"	"BP"	38	0	1
"GO:0043388"	"positive regulation of DNA binding"	"BP"	61	0	1
"GO:0043401"	"steroid hormone mediated signaling pathway"	"BP"	181	3	0.339755580285239
"GO:0043414"	"macromolecule methylation"	"BP"	276	1	0.958469336972505
"GO:0043504"	"mitochondrial DNA repair"	"BP"	4	0	1
"GO:0044030"	"regulation of DNA methylation"	"BP"	28	0	1
"GO:0044728"	"DNA methylation or demethylation"	"BP"	89	0	1
"GO:0045739"	"positive regulation of DNA repair"	"BP"	62	0	1
"GO:0045911"	"positive regulation of DNA recombination"	"BP"	36	0	1
"GO:0051054"	"positive regulation of DNA metabolic process"	"BP"	222	1	0.922340253110867
"GO:0051101"	"regulation of DNA binding"	"BP"	120	2	0.397424453098531
"GO:0051900"	"regulation of mitochondrial depolarization"	"BP"	21	0	1
"GO:0051901"	"positive regulation of mitochondrial depolarization"	"BP"	10	0	1
"GO:0060390"	"regulation of SMAD protein signal transduction"	"BP"	22	1	0.222736599157715
"GO:0060391"	"positive regulation of SMAD protein signal transduction"	"BP"	12	0	1
"GO:0060395"	"SMAD protein signal transduction"	"BP"	49	2	0.107194862209022
"GO:0065004"	"protein-DNA complex assembly"	"BP"	210	0	1
"GO:0070212"	"protein poly-ADP-ribosylation"	"BP"	6	0	1
"GO:0070213"	"protein auto-ADP-ribosylation"	"BP"	11	0	1
"GO:0070911"	"global genome nucleotide-excision repair"	"BP"	26	0	1
"GO:0071294"	"cellular response to zinc ion"	"BP"	19	0	1
"GO:0071478"	"cellular response to radiation"	"BP"	173	4	0.13549662823044
"GO:0071482"	"cellular response to light stimulus"	"BP"	113	2	0.369131559083924
"GO:0071824"	"protein-DNA complex subunit organization"	"BP"	240	0	1
"GO:0090305"	"nucleic acid phosphodiester bond hydrolysis"	"BP"	268	0	1
"GO:1900180"	"regulation of protein localization to nucleus"	"BP"	117	1	0.739000060389346
"GO:1900182"	"positive regulation of protein localization to nucleus"	"BP"	74	1	0.572009925488958
"GO:1900407"	"regulation of cellular response to oxidative stress"	"BP"	88	2	0.264832885328254
"GO:1902175"	"regulation of oxidative stress-induced intrinsic apoptotic signaling pathway"	"BP"	26	0	1
"GO:1902882"	"regulation of response to oxidative stress"	"BP"	97	2	0.302758362539762
"GO:1903201"	"regulation of oxidative stress-induced cell death"	"BP"	75	2	0.210196431813006
"GO:1903203"	"regulation of oxidative stress-induced neuron death"	"BP"	26	0	1
"GO:1903376"	"regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway"	"BP"	8	0	1
"GO:1903516"	"regulation of single strand break repair"	"BP"	3	0	1
"GO:1903518"	"positive regulation of single strand break repair"	"BP"	2	0	1
"GO:1903829"	"positive regulation of cellular protein localization"	"BP"	318	5	0.296275632969939
"GO:1904044"	"response to aldosterone"	"BP"	5	0	1
"GO:1904181"	"positive regulation of membrane depolarization"	"BP"	12	0	1
"GO:1904356"	"regulation of telomere maintenance via telomere lengthening"	"BP"	61	0	1
"GO:1904357"	"negative regulation of telomere maintenance via telomere lengthening"	"BP"	27	0	1
"GO:1904645"	"response to amyloid-beta"	"BP"	54	2	0.125826593572337
"GO:1904646"	"cellular response to amyloid-beta"	"BP"	43	2	0.0859649208036663
"GO:1904760"	"regulation of myofibroblast differentiation"	"BP"	5	0	1
"GO:1904762"	"positive regulation of myofibroblast differentiation"	"BP"	2	0	1
"GO:1905168"	"positive regulation of double-strand break repair via homologous recombination"	"BP"	8	0	1
"GO:1990966"	"ATP generation from poly-ADP-D-ribose"	"BP"	4	0	1
"GO:2000677"	"regulation of transcription regulatory region DNA binding"	"BP"	51	2	0.114554881583356
"GO:2000679"	"positive regulation of transcription regulatory region DNA binding"	"BP"	26	0	1
"GO:2000779"	"regulation of double-strand break repair"	"BP"	72	0	1
"GO:2000781"	"positive regulation of double-strand break repair"	"BP"	30	0	1
"GO:2001022"	"positive regulation of response to DNA damage stimulus"	"BP"	92	0	1
"GO:2001242"	"regulation of intrinsic apoptotic signaling pathway"	"BP"	163	1	0.846414916510131
"GO:2001251"	"negative regulation of chromosome organization"	"BP"	125	1	0.761972105790383
"GO:0051972"	"regulation of telomerase activity"	"BP"	48	0	1
"GO:0001508"	"action potential"	"BP"	123	3	0.165215364486165
"GO:0001978"	"regulation of systemic arterial blood pressure by carotid sinus baroreceptor feedback"	"BP"	1	1	0.0113821942891078
"GO:0001983"	"baroreceptor response to increased systemic arterial blood pressure"	"BP"	1	1	0.0113821942891078
"GO:0001985"	"negative regulation of heart rate involved in baroreceptor response to increased systemic arterial blood pressure"	"BP"	1	1	0.0113821942891078
"GO:0001993"	"regulation of systemic arterial blood pressure by norepinephrine-epinephrine"	"BP"	5	1	0.0556354718509764
"GO:0001996"	"positive regulation of heart rate by epinephrine-norepinephrine"	"BP"	3	1	0.033761046165246
"GO:0001997"	"positive regulation of the force of heart contraction by epinephrine-norepinephrine"	"BP"	2	1	0.0226353911273492
"GO:0003044"	"regulation of systemic arterial blood pressure mediated by a chemical signal"	"BP"	43	3	0.0128517776188905
"GO:0003057"	"regulation of the force of heart contraction by chemical signal"	"BP"	6	1	0.0663870727555537
"GO:0003099"	"positive regulation of the force of heart contraction by chemical signal"	"BP"	3	1	0.033761046165246
"GO:0003298"	"physiological muscle hypertrophy"	"BP"	39	1	0.36037547732218
"GO:0003301"	"physiological cardiac muscle hypertrophy"	"BP"	39	1	0.36037547732218
"GO:0003321"	"positive regulation of blood pressure by epinephrine-norepinephrine"	"BP"	5	1	0.0556354718509764
"GO:0007512"	"adult heart development"	"BP"	15	2	0.0122849158364821
"GO:0010459"	"negative regulation of heart rate"	"BP"	13	1	0.138311578949541
"GO:0010507"	"negative regulation of autophagy"	"BP"	83	3	0.0689886800019173
"GO:0045760"	"positive regulation of action potential"	"BP"	12	2	0.00789706214080267
"GO:0045907"	"positive regulation of vasoconstriction"	"BP"	27	2	0.0375674508638651
"GO:0045989"	"positive regulation of striated muscle contraction"	"BP"	16	1	0.167421596126191
"GO:0055017"	"cardiac muscle tissue growth"	"BP"	106	3	0.120471489354235
"GO:0060004"	"reflex"	"BP"	17	1	0.176905674819221
"GO:0060073"	"micturition"	"BP"	8	1	0.0875260074692981
"GO:0060452"	"positive regulation of cardiac muscle contraction"	"BP"	13	1	0.138311578949541
"GO:0061049"	"cell growth involved in cardiac muscle cell development"	"BP"	39	1	0.36037547732218
"GO:0070528"	"protein kinase C signaling"	"BP"	29	2	0.0428181298325577
"GO:0090036"	"regulation of protein kinase C signaling"	"BP"	16	1	0.167421596126191
"GO:0090037"	"positive regulation of protein kinase C signaling"	"BP"	10	1	0.108188346832538
"GO:0097195"	"pilomotor reflex"	"BP"	3	1	0.033761046165246
"GO:0098900"	"regulation of action potential"	"BP"	55	2	0.129640949673057
"GO:1903995"	"regulation of non-membrane spanning protein tyrosine kinase activity"	"BP"	9	2	0.00440544970621606
"GO:1903997"	"positive regulation of non-membrane spanning protein tyrosine kinase activity"	"BP"	7	2	0.00260875289033239
"GO:0002792"	"negative regulation of peptide secretion"	"BP"	142	5	0.0233578119060955
"GO:0010700"	"negative regulation of norepinephrine secretion"	"BP"	8	0	1
"GO:0014060"	"regulation of epinephrine secretion"	"BP"	4	0	1
"GO:0032148"	"activation of protein kinase B activity"	"BP"	34	0	1
"GO:0032811"	"negative regulation of epinephrine secretion"	"BP"	3	0	1
"GO:0035624"	"receptor transactivation"	"BP"	5	0	1
"GO:0045955"	"negative regulation of calcium ion-dependent exocytosis"	"BP"	10	1	0.108188346832538
"GO:0046676"	"negative regulation of insulin secretion"	"BP"	37	2	0.0662353149855791
"GO:0048241"	"epinephrine transport"	"BP"	5	0	1
"GO:0048242"	"epinephrine secretion"	"BP"	4	0	1
"GO:0050709"	"negative regulation of protein secretion"	"BP"	137	5	0.0203693820842008
"GO:0051224"	"negative regulation of protein transport"	"BP"	189	6	0.0213525473762501
"GO:0051926"	"negative regulation of calcium ion transport"	"BP"	66	0	1
"GO:0061179"	"negative regulation of insulin secretion involved in cellular response to glucose stimulus"	"BP"	10	0	1
"GO:0071881"	"adenylate cyclase-inhibiting adrenergic receptor signaling pathway"	"BP"	5	0	1
"GO:0071882"	"phospholipase C-activating adrenergic receptor signaling pathway"	"BP"	1	0	1
"GO:0090278"	"negative regulation of peptide hormone secretion"	"BP"	41	2	0.0792067015868039
"GO:0090303"	"positive regulation of wound healing"	"BP"	59	1	0.491544373673244
"GO:1901019"	"regulation of calcium ion transmembrane transporter activity"	"BP"	84	0	1
"GO:1901020"	"negative regulation of calcium ion transmembrane transporter activity"	"BP"	35	0	1
"GO:1903036"	"positive regulation of response to wounding"	"BP"	71	2	0.19360379907755
"GO:1903170"	"negative regulation of calcium ion transmembrane transport"	"BP"	40	0	1
"GO:1904950"	"negative regulation of establishment of protein localization"	"BP"	193	6	0.0233759063138853
"GO:0003056"	"regulation of vascular smooth muscle contraction"	"BP"	9	0	1
"GO:0070473"	"negative regulation of uterine smooth muscle contraction"	"BP"	1	0	1
"GO:0002021"	"response to dietary excess"	"BP"	26	0	1
"GO:0002024"	"diet induced thermogenesis"	"BP"	11	0	1
"GO:0040014"	"regulation of multicellular organism growth"	"BP"	67	0	1
"GO:0040015"	"negative regulation of multicellular organism growth"	"BP"	11	0	1
"GO:0045444"	"fat cell differentiation"	"BP"	222	4	0.247010003250107
"GO:0048640"	"negative regulation of developmental growth"	"BP"	94	1	0.659915144087785
"GO:0050873"	"brown fat cell differentiation"	"BP"	41	0	1
"GO:0002032"	"desensitization of G protein-coupled receptor signaling pathway by arrestin"	"BP"	2	0	1
"GO:0007034"	"vacuolar transport"	"BP"	103	1	0.693363514423597
"GO:0007041"	"lysosomal transport"	"BP"	94	1	0.659915144087785
"GO:0007171"	"activation of transmembrane receptor protein tyrosine kinase activity"	"BP"	12	0	1
"GO:0008333"	"endosome to lysosome transport"	"BP"	49	1	0.429702439468047
"GO:0010508"	"positive regulation of autophagy"	"BP"	113	1	0.726699344045407
"GO:0010737"	"protein kinase A signaling"	"BP"	29	0	1
"GO:0010738"	"regulation of protein kinase A signaling"	"BP"	19	0	1
"GO:0010739"	"positive regulation of protein kinase A signaling"	"BP"	10	0	1
"GO:0016236"	"macroautophagy"	"BP"	272	1	0.956495959590155
"GO:0016239"	"positive regulation of macroautophagy"	"BP"	66	0	1
"GO:0016241"	"regulation of macroautophagy"	"BP"	166	0	1
"GO:0031398"	"positive regulation of protein ubiquitination"	"BP"	110	0	1
"GO:0061724"	"lipophagy"	"BP"	6	0	1
"GO:0061884"	"regulation of mini excitatory postsynaptic potential"	"BP"	3	0	1
"GO:0061885"	"positive regulation of mini excitatory postsynaptic potential"	"BP"	2	0	1
"GO:0061912"	"selective autophagy"	"BP"	46	0	1
"GO:0097352"	"autophagosome maturation"	"BP"	34	1	0.322627462098628
"GO:0098815"	"modulation of excitatory postsynaptic potential"	"BP"	41	0	1
"GO:0098816"	"mini excitatory postsynaptic potential"	"BP"	3	0	1
"GO:1900451"	"positive regulation of glutamate receptor signaling pathway"	"BP"	15	0	1
"GO:1901096"	"regulation of autophagosome maturation"	"BP"	11	0	1
"GO:1901098"	"positive regulation of autophagosome maturation"	"BP"	7	0	1
"GO:1903322"	"positive regulation of protein modification by small protein conjugation or removal"	"BP"	128	0	1
"GO:1904502"	"regulation of lipophagy"	"BP"	5	0	1
"GO:1904504"	"positive regulation of lipophagy"	"BP"	5	0	1
"GO:1990911"	"response to psychosocial stress"	"BP"	4	0	1
"GO:2000311"	"regulation of AMPA receptor activity"	"BP"	18	0	1
"GO:2000463"	"positive regulation of excitatory postsynaptic potential"	"BP"	27	0	1
"GO:2000479"	"regulation of cAMP-dependent protein kinase activity"	"BP"	16	0	1
"GO:2000481"	"positive regulation of cAMP-dependent protein kinase activity"	"BP"	5	0	1
"GO:2000969"	"positive regulation of AMPA receptor activity"	"BP"	7	0	1
"GO:0006112"	"energy reserve metabolic process"	"BP"	83	4	0.0149205027330733
"GO:0003108"	"negative regulation of the force of heart contraction by chemical signal"	"BP"	1	0	1
"GO:0007213"	"G protein-coupled acetylcholine receptor signaling pathway"	"BP"	17	1	0.176905674819221
"GO:0007217"	"tachykinin receptor signaling pathway"	"BP"	6	0	1
"GO:0018105"	"peptidyl-serine phosphorylation"	"BP"	231	2	0.741754862434617
"GO:0030260"	"entry into host cell"	"BP"	134	2	0.452146017863353
"GO:0033605"	"positive regulation of catecholamine secretion"	"BP"	12	0	1
"GO:0044409"	"entry into host"	"BP"	134	2	0.452146017863353
"GO:0045988"	"negative regulation of striated muscle contraction"	"BP"	10	0	1
"GO:0046718"	"viral entry into host cell"	"BP"	121	2	0.401419588993193
"GO:0051701"	"interaction with host"	"BP"	211	2	0.695253695222366
"GO:0051806"	"entry into cell of other organism involved in symbiotic interaction"	"BP"	134	2	0.452146017863353
"GO:0051828"	"entry into other organism involved in symbiotic interaction"	"BP"	134	2	0.452146017863353
"GO:0095500"	"acetylcholine receptor signaling pathway"	"BP"	25	1	0.249006099761909
"GO:1903831"	"signal transduction involved in cellular response to ammonium ion"	"BP"	25	1	0.249006099761909
"GO:1905144"	"response to acetylcholine"	"BP"	27	1	0.266026077450593
"GO:1905145"	"cellular response to acetylcholine"	"BP"	27	1	0.266026077450593
"GO:0006188"	"IMP biosynthetic process"	"BP"	10	0	1
"GO:0006189"	"'de novo' IMP biosynthetic process"	"BP"	6	0	1
"GO:0014823"	"response to activity"	"BP"	65	1	0.525395296164034
"GO:0014850"	"response to muscle activity"	"BP"	24	0	1
"GO:0044208"	"'de novo' AMP biosynthetic process"	"BP"	3	0	1
"GO:0046040"	"IMP metabolic process"	"BP"	10	0	1
"GO:0006531"	"aspartate metabolic process"	"BP"	6	0	1
"GO:0009066"	"aspartate family amino acid metabolic process"	"BP"	47	2	0.0999697166122866
"GO:0051602"	"response to electrical stimulus"	"BP"	43	0	1
"GO:0071257"	"cellular response to electrical stimulus"	"BP"	12	0	1
"GO:0000271"	"polysaccharide biosynthetic process"	"BP"	66	2	0.17312936813565
"GO:0002478"	"antigen processing and presentation of exogenous peptide antigen"	"BP"	174	2	0.591376686805531
"GO:0002495"	"antigen processing and presentation of peptide antigen via MHC class II"	"BP"	100	1	0.682594901046181
"GO:0002504"	"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"	"BP"	101	1	0.686225635256127
"GO:0005976"	"polysaccharide metabolic process"	"BP"	99	5	0.00550101279049289
"GO:0006022"	"aminoglycan metabolic process"	"BP"	161	7	0.00250647329724976
"GO:0006023"	"aminoglycan biosynthetic process"	"BP"	108	6	0.00148451437371257
"GO:0006024"	"glycosaminoglycan biosynthetic process"	"BP"	107	6	0.00141525100769321
"GO:0006892"	"post-Golgi vesicle-mediated transport"	"BP"	77	4	0.0115794563115946
"GO:0006895"	"Golgi to endosome transport"	"BP"	15	1	0.157828718013227
"GO:0016482"	"cytosolic transport"	"BP"	140	1	0.799755272242605
"GO:0019882"	"antigen processing and presentation"	"BP"	220	2	0.716978157760269
"GO:0019884"	"antigen processing and presentation of exogenous antigen"	"BP"	176	2	0.597608361029925
"GO:0019886"	"antigen processing and presentation of exogenous peptide antigen via MHC class II"	"BP"	97	1	0.671449811705174
"GO:0030203"	"glycosaminoglycan metabolic process"	"BP"	157	6	0.00927528622240692
"GO:0030212"	"hyaluronan metabolic process"	"BP"	37	0	1
"GO:0030213"	"hyaluronan biosynthetic process"	"BP"	14	0	1
"GO:0032799"	"low-density lipoprotein receptor particle metabolic process"	"BP"	22	0	1
"GO:0032801"	"receptor catabolic process"	"BP"	33	0	1
"GO:0032802"	"low-density lipoprotein particle receptor catabolic process"	"BP"	13	0	1
"GO:0032881"	"regulation of polysaccharide metabolic process"	"BP"	41	2	0.0792067015868039
