上海市场（0）,,,深圳市场（1）,
124065,12津开01,,159912,深300ETF
124066,12津开02,,159913,深价值  
124070,12新城投,,159915,创业板  
124071,12鹰投融,,159916,深F60   
124072,12曲公路,,159917,中小成长
124073,12吉华债,,159918,中创400 
124074,12张公经,,159919,300ETF  
124075,12淮建投,,159920,恒生ETF 
124076,12金湖债,,159921,中小等权
124077,12榕建工,,159922,500ETF  
124078,12云城建,,159923,100ETF  
124079,12保国资,,159924,300等权 
124080,12苏海投,,159925,南方300 
124081,12长先导,,159926,国债ETF 
124082,12青国信,,159927,A300ETF 
124083,12黄城投,,159928,消费ETF 
124084,12沪临港,,159929,医药ETF 
124085,12沪金投,,159930,能源ETF 
124086,12诸建投,,159931,金融ETF 
124087,12芜新马,,159932,500深ETF
124088,12东台债,,159933,金地ETF 
124089,12赣开债,,159934,黄金ETF 
124090,12遵国投,,159935,景顺500 
124091,12渝兴债,,150001,瑞福进取
124092,12鄂华研,,150008,瑞和小康
124093,12喀城投,,150009,瑞和远见
124094,12甬交投,,150012,双禧A   
124095,12六开投,,150013,双禧B   
124096,12淮城资,,150016,合润A   
124097,12宝投资,,150017,合润B   
124098,12达投资,,150018,银华稳进
124099,12德建投,,150019,银华锐进
124100,12石国投,,150020,汇利A   
124101,12赣高速,,150021,汇利B   
124102,12滇祥航,,150022,申万收益
124103,13同创债,,150023,申万进取
124104,12巢城投,,150027,添利B   
124105,12愉悦债,,150028,信诚500A
124106,12邯郸债,,150029,信诚500B
124107,12洛城投,,150030,银华金利
124108,12吴经开,,150031,银华鑫利
124110,13宁新开,,150032,多利优先
124111,12长城建,,150033,多利进取
124112,13豫盛润,,150034,聚利A   
124113,12渝出版,,150035,聚利B   
124114,12大丰债,,150036,建信稳健
124116,12渝北飞,,150037,建信进取
124117,12宜城投,,150038,万家利B 
124118,12香兴中,,150039,鼎利A   
124119,12环太湖,,150040,鼎利B   
124120,12泉台商,,150041,天盈B   
124121,12盘江债,,150042,利鑫B   
124122,13抚城投,,150043,裕祥B   
124123,13南城投,,150044,增利A   
124124,12双鸭山,,150045,增利B   
124125,13温经开,,150046,丰利B   
124126,12柳城投,,150047,银华瑞吉
124127,12黄国资,,150048,银华瑞祥
124128,12萧经开,,150049,消费收益
124129,12泉石建,,150050,消费进取
124130,13陕东岭,,150051,信诚300A
124131,13安国资,,150052,信诚300B
124132,13巩义债,,150053,泰达稳健
124133,12宁宝源,,150054,泰达进取
124134,13泉城投,,150055,工银500A
124135,13滇公投,,150056,工银500B
124136,13太城投,,150057,久兆稳健
124137,13赣发投,,150058,久兆积极
124138,12长城投,,150059,银华金瑞
124139,13通港闸,,150060,银华鑫瑞
124140,13沧建投,,150061,丰泽B   
124141,13浙吉利,,150062,浦银增A 
124142,13渝三峡,,150063,浦银增B 
124143,13泰投资,,150064,同瑞A   
124144,13蓉城投,,150065,同瑞B   
124145,13蓉兴城,,150066,互利A   
124146,13海发控,,150067,互利B   
124147,13甬东投,,150068,双翼B   
124148,13金灌债,,150069,双力A   
124149,13镇水投,,150070,双力B   
124150,13南发展,,150071,盛世A   
124151,13长兴岛,,150072,盛世B   
124152,13宁禄口,,150073,诺安稳健
124153,13国网01,,150075,诺安进取
124154,13国网02,,150076,浙商稳健
124155,13渭城投,,150077,浙商进取
124156,13涪国资,,150078,回报B   
124158,13锡东城,,150079,通利债B 
124159,13绍城改,,150080,双佳B   
124160,13蓬莱阁,,150081,双盈B   
124161,13瑞水泥,,150082,信达利B 
124162,13济高新,,150083,广发100A
124163,13蓉文旅,,150084,广发100B
124164,13建城投,,150085,中小板A 
124165,13洪市政,,150086,中小板B 
124166,13江滨投,,150087,信用B   
124167,13滇投债,,150088,金鹰500A
124168,13绍中城,,150089,金鹰500B
124169,13华峰债,,150090,万家创A 
124170,13厦杏林,,150091,万家创B 
124171,13长投建,,150092,诺德300A
124172,13常城投,,150093,诺德300B
124173,13陕有色,,150094,泰信400A
124174,13吉城债,,150095,泰信400B
124175,13湘高新,,150096,商品A   
124176,13武地铁,,150097,商品B   
124177,13乌高新,,150098,同庆800A
124178,13集城投,,150099,同庆800B
124179,13广越秀,,150100,资源A   
124180,13綦东开,,150101,资源B   
124181,13余开投,,150102,利众B   
124182,13精控债,,150104,华安300A
124183,13津广成,,150105,华安300B
124184,13京投债,,150106,易基稳健
124185,13海宁债,,150107,易基进取
124187,13泰矿债,,150108,同辉100A
124188,13邹城资,,150109,同辉100B
124189,13大旅游,,150110,华商500A
124190,13奉南城,,150111,华商500B
124191,13杭高新,,150112,工银100A
124192,13邗城建,,150113,工银100B
124193,13文城资,,150114,惠裕B   
124194,13滨海01,,150115,同丰B   
124195,13滨海02,,150117,房地产A 
124196,13烟城建,,150118,房地产B 
124197,10朝资01,,150120,鼎利进取
124198,10朝资02,,150121,银河优先
124199,13泰交债,,150122,银河进取
124200,13自高新,,150123,建信50A 
124201,13南高速,,150124,建信50B 
124202,13平潭债,,150127,双增B   
124203,13浔富和,,150128,工银增B 
124204,13津城投,,150129,丰利债B 
124205,13余创债,,150130,医药A   
124206,13祥源债,,150131,医药B   
124207,13巴城投,,150132,元盛B   
124208,13西投债,,150133,德信A   
124209,13三门峡,,150134,德信B   
124210,13皋投债,,150137,宝利B   
124211,13甘投债,,150138,银华800A
124212,13益高新,,150139,银华800B
124213,13德清债,,150140,国金300A
124214,13河城投,,150141,国金300B
124215,13九国资,,150143,转债A级 
124216,12新查矿,,150144,转债B级 
124217,13西高新,,150145,300高贝A
124218,13三福船,,150146,300高贝B
124219,13荣经开,,150147,同利B   
124220,13晋能交,,150148,800医药A
124221,13武地产,,150149,800医药B
124222,13京粮食,,150150,800有色A
124223,13微山矿,,150151,800有色B
124224,13朝国资,,150152,创业板A 
124225,13阿城投,,150153,创业板B 
124226,13闽兴杭,,150154,惠丰B   
124227,13宁国01,,150156,中银互B 
124228,13宁国02,,150157,800金融A
124229,13晋公投,,150158,800金融B
124230,12蓉兴锦,,150160,通福B   
124231,13临海投,,150161,惠鑫B   
124232,13苏海发,,150167,银华300A
124234,13鹏铁01,,150168,银华300B
124235,13清河投,,150169,恒生A   
124236,12马经开,,150170,恒生B   
124238,13通辽投,,150171,证券A   
124239,13鄞城投,,150172,证券B   
124240,13合工投,,160105,南方积配
124241,13烟开发,,160106,南方高增
124242,13营经开,,160119,南方500 
124243,13常高新,,160123,南方50债
124244,13番交投,,160125,南方中国
124245,13杭运河,,160128,南方金利
124246,13溧城发,,160130,南方永利
124247,13绍交投,,160131,南方聚利
124248,13京歌华,,160211,国泰小盘
124249,13大城投,,160212,国泰估值
124250,13宿建投,,160215,国泰价值
124251,13鲁信投,,160220,国泰民益
124252,13邯交通,,160311,华夏蓝筹
124253,13新乡投,,160314,华夏行业
124254,13常熟发,,160415,华安S300
124255,13浙新昌,,160416,华安石油
124256,13苏泊尔,,160505,博时主题
124257,13海浆纸,,160512,博时卓越
124258,13潞矿01,,160515,安丰18  
124259,13潞矿02,,160607,鹏华价值
124260,13遂发展,,160610,鹏华动力
124261,13鞍城投,,160611,鹏华治理
124262,13楚雄投,,160613,鹏华创新
124263,13临国资,,160615,鹏华300 
124264,13晋城投,,160616,鹏华500 
124265,13红河路,,160617,鹏华丰润
124266,13哈水投,,160621,中小企债
124267,13金坛投,,160625,鹏华非银
124268,13渝南发,,160626,鹏华信息
124269,13渝大足,,160706,嘉实 300
124270,13渝万盛,,160716,嘉实50  
124271,13金外滩,,160717,恒生H股 
124272,13绥芬河,,160719,嘉实黄金
124273,13翔宇债,,160720,中期企债
124274,13徽南翔,,160805,长盛同智
124275,13龙岗投,,160807,长盛300 
124276,13津滨投,,160812,长盛同益
124277,13大丰港,,160910,大成创新
124278,13渝双桥,,160915,大成景丰
124279,13海拉尔,,160916,优选LOF 
124280,13通经开,,161005,富国天惠
124281,13石地产,,161010,富国天丰
124283,13武新港,,161017,富国500 
124284,13琼洋浦,,161019,富国天锋
124285,13同煤集,,161115,易基岁丰
124286,13海航债,,161116,易基黄金
124287,13金特债,,161117,易基永旭
124288,13光谷联,,161119,易基综债
124289,13丽城投,,161210,国投新兴
124290,13长轨交,,161213,国投消费
124291,13兖城投,,161216,双债A   
124292,13溧城建,,161217,国投资源
124293,13农六师,,161219,国投产业
124294,13苏华靖,,161607,融通巨潮
124295,13宁铁路,,161610,融通领先
124296,13盛江泉,,161614,融通添利
124297,13桐乡投,,161706,招商成长
124298,13临汾投,,161713,招商信用
124299,13西经开,,161714,招商金砖
124300,13云投控,,161810,银华内需
124301,13日照债,,161813,银华信用
124302,12桂交投,,161815,银华通胀
124303,13咸荣盛,,161820,银华纯债
124304,13合川投,,161821,银华50A 
124305,13瓦国资,,161903,万家优选
124306,13鄂三宁,,161907,万家红利
124307,13安经开,,161911,万家强债
124308,13眉宏大,,162006,长城久富
124309,13弘燃气,,162207,泰达效率
124310,13洪水利,,162307,海富100 
124311,13弘湘资,,162411,华宝油气
124312,13景德镇,,162605,景顺鼎益
124313,13苏家屯,,162607,景顺资源
124314,13筑铁路,,162703,广发小盘
124315,13瓯交投,,162711,广发500L
124316,13新郑投,,162712,广发聚利
124317,13华发集,,162715,广发聚源
124318,13滨城投,,163001,长信100 
124319,13昌国资,,163110,申万量化
124321,13岳城投,,163112,申万债券
124322,13南城发,,163210,诺安纯债
124323,13新天治,,163302,大摩资源
124324,13白银城,,163402,兴全趋势
124325,13京生物,,163407,兴全300 
124326,13郑建投,,163409,兴全绿色
124327,13中电投,,163412,兴全轻资
124328,13渝鸿业,,163415,兴全模式
124329,12惠国投,,163503,天治核心
124330,13龙工贸,,163801,中银中国
124332,13湘振湘,,163819,中银信用
124333,13铜城建,,163821,中银300E
124334,13博国资,,163824,中银盛利
124335,13海国资,,164105,华富强债
124336,13渝地产,,164205,天弘深成
124337,13铜建投,,164606,信用增利
124338,13闽经开,,164701,添富贵金
124339,13渝城投,,164702,添富季红
124340,13张保债,,164808,工银四季
124341,13吐番资,,164810,工银纯债
124342,13黔南资,,164814,工银双债
124343,13阳江债,,164815,工银资源
124344,13沪南房,,164902,交银添利
124345,13京煤债,,165309,建信300 
124346,13乳国资,,165311,建信信用
124347,13石建投,,165313,建信优势
124348,13京谷财,,165508,信诚深度
124349,13福东海,,165509,信诚增强
124350,13晋煤运,,165510,信诚四国
124351,13克州债,,165512,信诚机遇
124352,13平凉债,,165513,信诚商品
124353,13商洛01,,165516,信诚周期
124354,13商洛02,,165806,东吴100 
124355,13洼城投,,165809,东吴转债
124356,13珠汇华,,166001,中欧趋势
124357,13津房开,,166006,中欧小盘
124358,13蚌城投,,166007,中欧300 
124359,13三明投,,166008,中欧强债
124360,13成阿债,,166009,中欧动力
124361,13京科城,,166902,民生增利
124362,13钦滨海,,166904,民生添利
124363,13郑投资,,167901,华宸300 
124364,13临尧都,,160127,南方消费
124365,13昌润债,,160216,国泰商品
124366,13汇丰投,,160217,国泰互利
124367,13锡城发,,160218,国泰地产
124368,13郑交投,,160219,国泰医药
124369,13吴城投,,160417,华安300 
124370,13虞新区,,160603,鹏华收益
124372,09海投债,,160605,鹏华５０
124373,13平天湖,,160620,中证资源
124374,13塔国资,,160624,鹏华领先
124375,13鄂供销,,160718,嘉实多利
124376,13渝物流,,160806,长盛同庆
124377,13渝碚城,,160808,长盛同瑞
124378,13湘九华,,160809,长盛同辉
124379,13许投资,,161014,富国汇利
124380,13曹妃甸,,161022,富国创业
124381,09衡城投,,161024,富国军工
124382,10云建工,,161118,易基中小
124383,10开元旅,,161207,瑞和300 
124384,13雅发投,,161507,银河增强
124385,13龙岩汇,,161715,大宗商品
124386,13新沂债,,161718,300高贝 
124387,13湛基投,,161811,银华300 
124388,13任城债,,161812,银华100 
124389,13资水务,,161816,银华90  
124390,13葫岛01,,161818,银华消费
124391,13葫岛02,,161819,银华资源
124392,13荆门投,,161825,银华800 
124393,13连顺兴,,161826,银华转债
124394,13永城投,,161910,万家中创
124395,13堰城投,,162010,长城久兆
124396,13姜发展,,162107,金鹰500 
124397,13郫国投,,162216,泰达500 
124398,13株城发,,162509,双禧100 
124399,13郴高科,,162510,国安双力
124400,13渝双福,,162714,广发100 
124401,13冀广网,,162907,泰信400 
124402,13丹投01,,163109,申万深成
124403,13丹投02,,163111,申万中小
124404,13怀化工,,163113,申万证券
124405,13宝工债,,163208,诺安油气
124406,13荆经开,,163209,诺安中创
124407,13泰州债,,163406,兴全合润
124408,13宛城投,,163803,中银增长
124409,13宿城投,,163804,中银收益
124410,13国网03,,163805,中银策略
124411,13国网04,,163806,中银增利
124412,13金利源,,163807,中银优选
124413,13寿城投,,163808,中银100 
124415,13鄂投01,,163809,中银蓝筹
124416,13鄂投02,,163810,中银价值
124417,13江高新,,164705,添富恒生
124418,13永利债,,164809,工银500 
124419,13乌兰察,,164811,工银100 
124420,13盐国资,,165310,建信双利
124421,13海新区,,165312,建信50  
124422,13崇明债,,165511,信诚500 
124423,13宜环科,,165515,信诚300 
124424,13柳东城,,165519,信诚医药
124425,13平国资,,165520,信诚有色
124426,13澄港城,,165521,信诚金融
124427,13临河债,,165707,诺德S300
124428,13粤垦债,,166002,中欧蓝筹
124429,13亭公投,,166003,中欧稳A 
124431,13普兰01,,166004,中欧稳C 
124432,13襄建投,,166005,中欧价值
124433,12沪闵行,,166010,中欧鼎利
124434,13渝豪江,,166011,中欧盛世
124435,13邯城投,,166301,华商500 
124436,13海旅业,,166802,浙商300 
124437,13津静海,,167601,国金300 
124438,13冶城投,,167701,德邦德信
124439,13六安01,,360058,赛格投票
124440,13宁德投,,360068,华控投票
124441,13库车01,,360502,绿景投票
124442,13武威01,,360524,东方投票
124443,13黔投01,,360534,万泽投票
124445,13泰成兴,,360591,君阁投票
124446,13即墨债,,360595,西轴投票
124448,13大理01,,360631,顺发投票
124449,13常滨湖,,360797,武夷投票
124450,13周口01,,360816,江动投票
124451,13濮建投,,360837,秦川投票
124452,13府谷债,,360851,高鸿投票
124453,13秦开01,,360932,华菱投票
124454,13武清01,,360958,东方投票
124455,13越都债,,360982,中绒投票
124456,13闽投债,,362011,盾安投票
124457,13河池投,,362052,同洲投票
124458,13镇投01,,362056,东磁投票
124459,13随州01,,362121,科陆投票
124460,13忻州01,,362129,中环投票
124461,13清远债,,362160,常铝投票
124462,13海财01,,362192,路翔投票
124463,13津住宅,,362306,湘鄂投票
124464,13天易01,,362312,三泰投票
124465,13黄冈01,,362320,海峡投票
124466,13邕城投,,362350,科锐投票
124467,13锦州01,,362376,北洋投票
124468,13丰城01,,362405,四维投票
124469,13格尔木,,362442,龙星投票
124470,13赣开01,,362465,海格投票
124471,13宁海01,,362470,金正投票
124472,13海西州,,362473,圣莱投票
124473,11桐庐投,,362498,汉缆投票
124474,14怀化01,,362535,林重投票
124475,13沈湖01,,362579,中京投票
124477,14滨高新,,362588,史丹投票
124478,14仪征债,,362610,爱康投票
124479,14丰城01,,362693,双成投票
124480,14东台01,,362702,海欣投票
124481,13镇投02,,362708,光洋投票
124482,14京华远,,365071,嘉信投票
124483,09渝地产,,365101,国腾投票
124485,14苏沿海,,365104,乐视投票
124486,14锦州01,,365199,翰宇投票
124487,14邵城投,,365212,华录投票
124488,14吴兴南,,365221,银禧投票
124489,14融强01,,365296,利亚投票
124490,14首开01,,365320,海达投票
124491,14皋开债,,365321,同大投票
124492,14江夏投,,365339,润和投票
124494,14迁安01,,365367,网力投票
124495,14晟晏债,,369999,密码服务
124496,13丰城02,,395001,主板Ａ股
124497,14扬化工,,395002,主板Ｂ股
124498,14金资01,,395003,中小板  
124499,13沈湖02,,395004,创业板  
124500,13鹏铁02,,395011,封闭基金
124501,14皋沿江,,395012,ＬＯＦｓ
124502,14宏财01,,395013,ＥＴＦｓ
124504,11鹰投债,,395014,分级基金
124505,14嘉市镇,,395021,可 转 债
124507,14潍滨城,,395022,企业债  
124509,14湘潭新,,395024,公司债  
124510,13赣开02,,395031,国债    
124511,14赣开投,,395032,债券回购
124512,11三门投,,395041,股票权证
124513,14铜旅游,,395099,总 成 交
124514,14六开投,,300001,特锐德  
124515,14云路桥,,300002,神州泰岳
124516,14泉高新,,300003,乐普医疗
124517,14怀化02,,300004,南风股份
124518,13忻州02,,300005,探路者  
124519,14淮新01,,300006,莱美药业
124520,14太资债,,300007,汉威电子
124521,14泉港债,,300008,上海佳豪
124522,14连普湾,,300009,安科生物
124523,14开城投,,300010,立思辰  
124524,13黔投02,,300011,鼎汉技术
124525,14毕开源,,300012,华测检测
124526,14邹平债,,300013,新宁物流
124527,14榆神债,,300014,亿纬锂能
124528,14粤云浮,,300015,爱尔眼科
124529,14泉台商,,300016,北陆药业
124530,14海开01,,300017,网宿科技
124531,14海开02,,300018,中元华电
124532,14甘公01,,300019,硅宝科技
124533,14酒经投,,300020,银江股份
124535,14眉山资,,300021,大禹节水
124536,14莱开投,,300022,吉峰农机
124537,14伊财通,,300023,宝德股份
124538,14麓城投,,300024,机器人  
124540,14汉车都,,300025,华星创业
124541,14文城投,,300026,红日药业
124542,14陆嘴01,,300027,华谊兄弟
124543,14临港控,,300028,金亚科技
124544,14锦州02,,300029,天龙光电
124545,14双水01,,300030,阳普医疗
124546,14丰城02,,300031,宝通带业
124547,14海安债,,300032,金龙机电
124548,14裕峰债,,300033,同花顺  
124549,14新滨江,,300034,钢研高纳
124550,14桃城投,,300035,中科电气
124551,14长兴经,,300036,超图软件
124552,14如金鑫,,300037,新宙邦  
124553,14佳城投,,300038,梅泰诺  
124554,14威楠科,,300039,上海凯宝
124555,14余城建,,300040,九洲电气
124556,14余经开,,300041,回天胶业
124557,13天易02,,300042,朗科科技
124558,14宏桥01,,300043,互动娱乐
124559,14冶城投,,300044,赛为智能
124560,13大理02,,300045,华力创通
124561,14汾湖债,,300046,台基股份
124562,14富蕴资,,300047,天源迪科
124563,14吉铁投,,300048,合康变频
124564,14兴安盟,,300049,福瑞股份
124568,14株国投,,300050,世纪鼎利
124569,14嘉经投,,300051,三五互联
124570,14首开02,,300052,中青宝  
124571,14高新投,,300053,欧比特  
124573,14龙岩城,,300054,鼎龙股份
124574,14攀国投,,300055,万邦达  
124578,14青莱西,,300056,三维丝  
124580,14淮开控,,300057,万顺股份
124582,14廊经开,,300058,蓝色光标
124583,14津房信,,300059,东方财富
124584,14天能01,,300061,康耐特  
124585,14南网债,,300062,中能电气
124586,14陆嘴02,,300063,天龙集团
124588,14济宁债,,300064,豫金刚石
124589,14海晋交,,300065,海兰信  
124591,14长土开,,300066,三川股份
124592,14并国投,,300067,安诺其  
124593,14相城投,,300068,南都电源
124602,14国网01,,300069,金利华电
124603,14国网02,,300070,碧水源  
124605,14温高01,,300071,华谊嘉信
124606,14菏泽债,,300072,三聚环保
124607,14津环城,,300073,当升科技
124610,14云铁投,,300074,华平股份
124613,14长建投,,300075,数字政通
124999,13武续债,,300076,GQY视讯 
126014,08国电债,,300077,国民技术
126015,08康美债,,300078,中瑞思创
126016,08宝钢债,,300079,数码视讯
126017,08葛洲债,,300080,新大新材
126018,08江铜债,,300081,恒信移动
126019,09长虹债,,300082,奥克股份
130051,10地债02,,300083,劲胜精密
130054,10地债05,,300084,海默科技
130057,10地债08,,300085,银之杰  
130059,10地债10,,300086,康芝药业
130060,11地债01,,300087,荃银高科
130061,11地债02,,300088,长信科技
130062,11地债03,,300089,长城集团
130063,11地债04,,300090,盛运股份
130064,11地债05,,300091,金通灵  
130065,11地债06,,300092,科新机电
130066,11地债07,,300093,金刚玻璃
130067,11地债08,,300094,国联水产
130068,11上海01,,300095,华伍股份
130069,11上海02,,300096,易联众  
130070,11广东01,,300097,智云股份
130071,11广东02,,300098,高新兴  
130072,11浙江01,,300099,尤洛卡  
130073,11浙江02,,300100,双林股份
130074,11深圳01,,300101,国腾电子
130075,11深圳02,,300102,乾照光电
130076,12地债01,,300103,达刚路机
130077,12地债02,,300104,乐视网  
130078,12地债03,,300105,龙源技术
130079,12地债04,,300106,西部牧业
130080,12地债05,,300107,建新股份
130081,12地债06,,300108,双龙股份
130082,12地债07,,300109,新开源  
130083,12地债08,,300110,华仁药业
130084,12上海01,,300111,向日葵  
130085,12上海02,,300112,万讯自控
130086,12广东01,,300113,顺网科技
130087,12广东02,,300114,中航电测
130088,12地债09,,300115,长盈精密
130089,12地债10,,300116,坚瑞消防
130090,12浙江01,,300117,嘉寓股份
130091,12浙江02,,300118,东方日升
130092,12深圳01,,300119,瑞普生物
130093,12深圳02,,300120,经纬电材
130094,13地债01,,300121,阳谷华泰
130095,13地债02,,300122,智飞生物
130096,13地债03,,300123,太阳鸟  
130097,13地债04,,300124,汇川技术
130098,13地债05,,300125,易世达  
130099,13地债06,,300126,锐奇股份
130100,13地债07,,300127,银河磁体
130101,13地债08,,300128,锦富新材
130102,13山东01,,300129,泰胜风能
130103,13山东02,,300130,新国都  
130104,13地债09,,300131,英唐智控
130105,13上海01,,300132,青松股份
130106,13上海02,,300133,华策影视
130107,13地债10,,300134,大富科技
130108,13广东01,,300135,宝利沥青
130109,13广东02,,300136,信维通信
130110,13江苏01,,300137,先河环保
130111,13江苏02,,300138,晨光生物
130112,13地债11,,300139,福星晓程
130113,13地债12,,300140,启源装备
130114,13浙江01,,300141,和顺电气
130115,13浙江02,,300142,沃森生物
130116,13深圳01,,300143,星河生物
130117,13深圳02,,300144,宋城股份
110007,博汇转债,,300145,南方泵业
110009,双良转债,,300146,汤臣倍健
110011,歌华转债,,300147,香雪制药
110012,海运转债,,300148,天舟文化
110015,石化转债,,300149,量子高科
110016,川投转债,,300150,世纪瑞尔
110017,中海转债,,300151,昌红科技
110018,国电转债,,300152,燃控科技
110019,恒丰转债,,300153,科泰电源
110020,南山转债,,300154,瑞凌股份
110022,同仁转债,,300155,安居宝  
110023,民生转债,,300156,天立环保
110024,隧道转债,,300157,恒泰艾普
113001,中行转债,,300158,振东制药
113002,工行转债,,300159,新研股份
113003,重工转债,,300160,秀强股份
113005,平安转债,,300161,华中数控
113006,深燃转债,,300162,雷曼光电
201000,  R003  ,,300163,先锋新材
201001,  R007  ,,300164,通源石油
201002,  R014  ,,300165,天瑞仪器
201003,  R028  ,,300166,东方国信
201004,  R091  ,,300167,迪威视讯
201005,  R182  ,,300168,万达信息
201008,  R001  ,,300169,天晟新材
201009,  R002  ,,300170,汉得信息
201010,  R004  ,,300171,东富龙  
202001, RC001  ,,300172,中电环保
202003, RC003  ,,300173,松德股份
202007, RC007  ,,300174,元力股份
203007,0501R007,,300175,朗源股份
203008,0501R028,,300176,鸿特精密
203009,0501R091,,300177,中海达  
203016,0504R007,,300178,腾邦国际
203017,0504R028,,300179,四方达  
203018,0504R091,,300180,华峰超纤
203040,0512R007,,300181,佐力药业
203041,0512R028,,300182,捷成股份
203042,0512R091,,300183,东软载波
203052,0603R007,,300184,力源信息
203053,0603R028,,300185,通裕重工
203054,0603R091,,300186,大华农  
204001,   GC001,,300187,永清环保
204002,   GC002,,300188,美亚柏科
204003,   GC003,,300189,神农大丰
204004,   GC004,,300190,维尔利  
204007,   GC007,,300191,潜能恒信
204014,   GC014,,300192,科斯伍德
204028,   GC028,,300193,佳士科技
204091,   GC091,,300194,福安药业
204182,   GC182,,300195,长荣股份
103000,12奉投质,,300196,长海股份
103001,12漯城质,,300197,铁汉生态
103002,12蒙高质,,300198,纳川股份
103003,12珠水质,,300199,翰宇药业
103004,12盐城质,,300200,高盟新材
103005,12昆创质,,300201,海伦哲  
103006,12绍城质,,300202,聚龙股份
103007,12西电质,,300203,聚光科技
103008,12国奥质,,300204,舒泰神  
103010,12鸡国质,,300205,天喻信息
103011,12锡科质,,300206,理邦仪器
103014,12筑住质,,300207,欣旺达  
103015,12筑工质,,300208,恒顺电气
103016,12常德质,,300209,天泽信息
103017,12伊国质,,300210,森远股份
103018,12昌经质,,300211,亿通科技
103019,12湘昭质,,300212,易华录  
103020,12辽城质,,300213,佳讯飞鸿
103021,12潍东质,,300214,日科化学
103022,12韶金质,,300215,电科院  
103023,12滁城质,,300216,千山药机
103024,12青投质,,300217,东方电热
103025,12池城质,,300218,安利股份
103026,12川广质,,300219,鸿利光电
103027,12瑞国质,,300220,金运激光
103028,12诸城质,,300221,银禧科技
103029,12玉城质,,300222,科大智能
103030,12宁城质,,300223,北京君正
103031,12豫铁质,,300224,正海磁材
103032,12宜建质,,300225,金力泰  
103033,12苏城质,,300226,上海钢联
103034,12郑城质,,300227,光韵达  
103035,12沭金质,,300228,富瑞特装
103036,12张经质,,300229,拓尔思  
103037,12渝江质,,300230,永利带业
103038,12远洲质,,300231,银信科技
103039,12渝江质,,300232,洲明科技
103040,12绍迪质,,300233,金城医药
103041,12宿水质,,300234,开尔新材
103042,12鄂旅质,,300235,方直科技
103043,12深立质,,300236,上海新阳
103044,12联想质,,300237,美晨科技
103046,12濮建质,,300238,冠昊生物
103047,12黔宏质,,300239,东宝生物
103048,12平国质,,300240,飞力达  
103049,12营沿质,,300241,瑞丰光电
103050,12榆城质,,300242,明家科技
103051,12庆高质,,300243,瑞丰高材
103052,12昆产质,,300244,迪安诊断
103053,12营口质,,300245,天玑科技
103054,12株云质,,300246,宝莱特  
103055,12蓉高质,,300247,桑乐金  
103056,12启国质,,300248,新开普  
103057,12汕城质,,300249,依米康  
103059,12临城质,,300250,初灵信息
103060,12驻投质,,300251,光线传媒
103061,12沛国质,,300252,金信诺  
103062,12冀顺质,,300253,卫宁软件
103063,12国03质,,300254,仟源制药
103064,12国04质,,300255,常山药业
103065,12津01质,,300256,星星科技
103066,12津02质,,300257,开山股份
103070,12新城质,,300258,精锻科技
103071,12鹰投质,,300259,新天科技
103072,12曲公质,,300260,新莱应材
103074,12张公质,,300261,雅本化学
103075,12淮建质,,300262,巴安水务
103076,12金湖质,,300263,隆华节能
103077,12榕建质,,300264,佳创视讯
103078,12云城质,,300265,通光线缆
103079,12保国质,,300266,兴源过滤
103080,12苏海质,,300267,尔康制药
103081,12长先质,,300268,万福生科
103082,12青国质,,300269,联建光电
103083,12黄城质,,300270,中威电子
103084,12沪临质,,300271,华宇软件
103085,12沪金质,,300272,开能环保
103086,12诸建质,,300273,和佳股份
103088,12东台质,,300274,阳光电源
103089,12赣开质,,300275,梅安森  
103090,12遵国质,,300276,三丰智能
103091,12渝兴质,,300277,海联讯  
103092,12鄂华质,,300278,华昌达  
103093,12喀建质,,300279,和晶科技
103094,12甬交质,,300280,南通锻压
103095,12六开质,,300281,金明精机
103096,12淮城质,,300282,汇冠股份
103097,12宝投质,,300283,温州宏丰
103098,12达投质,,300284,苏交科  
103099,12德建质,,300285,国瓷材料
103100,12石国质,,300286,安科瑞  
103101,12赣高质,,300287,飞利信  
103102,12滇祥质,,300288,朗玛信息
103103,13同创质,,300289,利德曼  
103104,12巢城质,,300290,荣科科技
103106,12邯郸质,,300291,华录百纳
103107,12洛城质,,300292,吴通通讯
103108,12吴经质,,300293,蓝英装备
103110,13宁新质,,300294,博雅生物
103111,12长城质,,300295,三六五网
103112,13豫盛质,,300296,利亚德  
103113,12渝出质,,300297,蓝盾股份
103114,12大丰质,,300298,三诺生物
103116,12渝北质,,300299,富春通信
103117,12宜城质,,300300,汉鼎股份
103118,12香兴质,,300301,长方照明
103119,12环太质,,300302,同有科技
103120,12泉台质,,300303,聚飞光电
103121,12盘江质,,300304,云意电气
103122,13抚城质,,300305,裕兴股份
103123,13南城质,,300306,远方光电
103125,13温经质,,300307,慈星股份
103126,12柳城质,,300308,中际装备
103127,12黄国质,,300309,吉艾科技
103128,12萧经质,,300310,宜通世纪
103130,13陕东质,,300311,任子行  
103131,13安国质,,300312,邦讯技术
103132,13巩义质,,300313,天山生物
103133,12宁宝质,,300314,戴维医疗
103134,13泉城质,,300315,掌趣科技
103135,13滇公质,,300316,晶盛机电
103136,13太城质,,300317,珈伟股份
103137,13赣发质,,300318,博晖创新
103138,12长城质,,300319,麦捷科技
